鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區錦明街61~90號,50.49,住,,,1081031,土地1建物1車位3,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041126,346.01,4,2,2,有,有,24380000,77255.0,坡道平面,88.68,4500000,,RPRQMLNJKIOFFEH78CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區錦明街61~90號,50.77,住,,,1081107,土地1建物1車位3,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041126,346.01,4,2,2,有,有,26020000,87125.0,坡道平面,88.68,3600000,,RPVQMLNJKIOFFEH56CA
蘆竹區,房地(土地+建物),桃園市蘆竹區南山路一段31~60號,5.81,住,,,1081021,土地1建物1車位0,十七層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840925,76.03999999999998,2,2,1,有,有,3500000,46028.0,,0.0,0,,RPRNMLQKKIOFFEH88CA
八德區,房地(土地+建物),桃園市八德區中華路31~60號,9.22,住,,,1081006,土地1建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970425,70.78,1,1,1,有,有,3810000,53829.0,,0.0,0,,RPPOMLOJKIOFFFH58CA
平鎮區,房地(土地+建物),桃園市平鎮區民族路二段211~240號,12.16,住,,,1081020,土地1建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930205,117.68,3,2,2,有,有,6400000,54385.0,,0.0,0,,RPXNMLPJKIOFFGH86CA
桃園區,房地(土地+建物)+車位,桃園市桃園區經國路721~750號,19.8,住,,,1081021,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030121,133.75,2,2,1,有,有,10000000,74766.0,坡道平面,0.0,0,,RPTPMLTJKIOFFAH56DA
中壢區,房地(土地+建物)+車位,桃園市中壢區溪洲街1~30號,13.84,住,,,1081008,土地2建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970501,124.83,2,2,1,有,有,7780000,62325.0,坡道平面,36.59,0,含增建或未登記建物。,RPSPMLPJKIOFFBH78DA
桃園區,房地(土地+建物)+車位,桃園市桃園區中華路31~60號,11.96,商,,,1080929,土地1建物1車位1,十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070910,132.73000000000002,2,2,1,有,有,13800000,121939.0,坡道平面,33.5,1700000,不含裝潢費80萬,RPTPMLRKKIOFFAH56EA
八德區,房地(土地+建物)+車位,桃園市八德區金和路61~90號,14.98,住,,,1081114,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981016,134.56,2,2,2,有,有,7750000,57595.0,坡道平面,32.21,0,,RPTNMLKKKIOFFFH68DA
桃園區,房地(土地+建物),桃園市桃園區安慶街133巷1~30號,12.69,住,,,1081020,土地1建物1車位0,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830411,108.46,3,2,2,有,有,5580000,51448.0,,0.0,0,,RPVVMLNKKIOFFAH86DA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區南平路121~150號,23.45,住,,,1081029,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030711,156.89999999999995,3,2,2,有,有,7100000,45252.0,坡道平面,28.19,0,,RPUNMLOKJHPFFGH09CA
龜山區,房地(土地+建物)+車位,桃園市龜山區長慶三街1~30號,14.3,住,,,1081030,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080924,112.21,2,2,1,有,有,7780000,67104.0,坡道平面,23.84,1850000,,RPOOMLTKKIOFFHH66CA
龜山區,房地(土地+建物)+車位,桃園市龜山區長慶三街1~30號,13.38,住,,,1081017,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080924,96.98,2,2,1,有,有,7090000,66529.0,坡道機械,14.46,1600000,,RPSOMLTKKIOFFHH07CA
龜山區,房地(土地+建物)+車位,桃園市龜山區長慶三街1~30號,20.16,住,,,1081017,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080924,149.89,3,2,2,有,有,10410000,67910.0,坡道平面,23.84,1850000,,RPTOMLTKKIOFFHH17CA
龜山區,房地(土地+建物)+車位,桃園市龜山區長慶三街1~30號,17.11,住,,,1081017,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080924,130.2,3,2,2,有,有,9800000,74746.0,坡道平面,23.84,1850000,,RPUOMLTKKIOFFHH27CA
龜山區,房地(土地+建物)+車位,桃園市龜山區長慶三街31~60號,20.41,住,,,1081017,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080924,151.53,3,2,2,有,有,10760000,69387.0,坡道平面,23.84,1900000,,RPXOMLTKKIOFFHH57CA
龜山區,房地(土地+建物)+車位,桃園市龜山區長慶三街31~60號,20.04,住,,,1081017,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080924,148.99,3,2,2,有,有,10370000,68078.0,坡道平面,23.84,1850000,,RPPPMLTKKIOFFHH86CA
龜山區,房地(土地+建物)+車位,桃園市龜山區長慶三街1~30號,14.91,住,,,1081017,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080924,116.0,2,2,2,有,有,7660000,63043.0,坡道平面,23.84,1850000,,RPQPMLTKKIOFFHH96CA
龜山區,房地(土地+建物)+車位,桃園市龜山區長慶三街1~30號,17.11,住,,,1081017,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080924,130.2,3,2,2,有,有,9630000,73148.0,坡道平面,23.84,1850000,,RPRPMLTKKIOFFHH07CA
龜山區,房地(土地+建物)+車位,桃園市龜山區長慶三街1~30號,17.11,住,,,1081017,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080924,130.2,3,2,2,有,有,9210000,68729.0,坡道平面,23.84,1900000,,RPSPMLTKKIOFFHH17CA
龜山區,房地(土地+建物)+車位,桃園市龜山區長慶三街1~30號,14.3,住,,,1081017,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080924,112.21,2,2,1,有,有,7690000,66086.0,坡道平面,23.84,1850000,,RPTPMLTKKIOFFHH27CA
龜山區,房地(土地+建物)+車位,桃園市龜山區長慶三街1~30號,17.11,住,,,1081017,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080924,130.2,3,2,2,有,有,8570000,63182.0,坡道平面,23.84,1850000,,RPUPMLTKKIOFFHH37CA
龜山區,房地(土地+建物)+車位,桃園市龜山區長慶三街1~30號,13.93,住,,,1081017,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080924,109.76,2,2,1,有,有,7500000,65177.0,坡道平面,23.84,1900000,,RPVPMLTKKIOFFHH47CA
龜山區,房地(土地+建物)+車位,桃園市龜山區長慶三街1~30號,13.99,住,,,1081017,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080924,109.85,2,2,1,有,有,7500000,65109.0,坡道平面,23.84,1900000,,RPWPMLTKKIOFFHH57CA
龜山區,房地(土地+建物)+車位,桃園市龜山區長慶三街1~30號,20.29,住,,,1081017,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080924,150.74,3,2,2,有,有,11230000,73522.0,坡道平面,23.84,1900000,,RPXPMLTKKIOFFHH67CA
龜山區,房地(土地+建物)+車位,桃園市龜山區長慶三街1~30號,15.03,住,,,1081017,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080924,116.72,2,2,2,有,有,8500000,71059.0,坡道平面,23.84,1900000,,RPOQMLTKKIOFFHH86CA
龜山區,房地(土地+建物)+車位,桃園市龜山區長慶三街31~60號,20.41,住,,,1081118,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080924,142.15,3,2,2,有,有,9680000,64845.0,坡道機械,14.46,1400000,土地及建物分次登記案件。前案土地登記收件字號：;,RPRQMLTKKIOFFHH17CA
龜山區,房地(土地+建物)+車位,桃園市龜山區長慶三街31~60號,20.65,住,,,1081017,土地1建物1車位2,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080924,172.24,3,2,2,有,有,11850000,63923.0,坡道平面,47.09,3850000,,RPSNMLKLKIOFFHH78CA
龜山區,房地(土地+建物)+車位,桃園市龜山區長慶三街31~60號,20.41,住,,,1081017,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080924,151.53,3,2,2,有,有,10600000,68525.0,坡道平面,23.84,1850000,,RPTOMLRLKIOFFHH07CA
龜山區,房地(土地+建物)+車位,桃園市龜山區長慶三街1~30號,20.16,住,,,1081017,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080924,149.95,3,2,2,有,有,11080000,73190.0,坡道平面,23.84,1850000,,RPUOMLRLKIOFFHH17CA
龜山區,房地(土地+建物)+車位,桃園市龜山區文青路361~390號,17.47,住,,,1081116,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080604,131.27,2,2,1,有,有,8420000,74296.0,坡道平面,36.11,1350000,,RPPPMLRLKIOFFHH76CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區高雙路1~30號,21.25,住,,,1080927,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071023,154.32,2,2,1,有,有,8050000,58950.0,坡道平面,42.36,1450000,,RPSOMLKLKIOFFGH78CA
平鎮區,房地(土地+建物),桃園市平鎮區環南路二段241~270號,12.09,住,,,1081031,土地1建物1車位0,十四層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880726,127.69,3,2,2,有,無,5550000,43465.0,,0.0,0,,RPWNMLKKKIOFFGH98CA
八德區,房地(土地+建物)+車位,桃園市八德區中正一路1~30號,19.61,商,,,1081024,土地1建物1車位1,四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040617,169.37,2,1,1,有,有,7620000,48541.0,坡道平面,37.11,1200000,,RPQNMLNLKIOFFFH68CA
八德區,房地(土地+建物)+車位,桃園市八德區豐德路331~360號,41.72,住,,,1080919,土地1建物1車位1,六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020503,206.98,4,2,2,有,無,10500000,50730.0,坡道平面,35.86,0,,RPQOMLQJKIOFFFH88CA
八德區,房地(土地+建物)+車位,桃園市八德區中正路32巷1~30號,21.0,商,,,1081110,土地3建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001024,160.79000000000005,3,2,2,有,有,6300000,39182.0,坡道平面,30.0,0,,RPTNMLSKKIOFFFH76CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區奉化路121~150號,8.04,商,,,1081017,土地1建物1車位1,十三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850528,98.02,2,2,1,有,有,5700000,58151.0,坡道平面,0.0,0,,RPTPMLRLKIOFFEH86CA
蘆竹區,房地(土地+建物),桃園市蘆竹區長壽二街1~30號,17.83,住,,,1081028,土地1建物1車位0,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840415,109.99,3,2,2,有,有,6000000,54550.0,,0.0,0,,RPSPMLKKKIOFFEH58CA
大園區,房地(土地+建物)+車位,桃園市大園區高鐵南路一段31~60號,13.11,住,,,1081104,土地1建物1車位1,六層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060815,112.6,2,2,1,有,有,9680000,85968.0,坡道平面,0.0,0,,RPVPMLNKKIOFFEH56CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區忠孝西路182巷31~60號,17.56,住,,,1081025,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010426,153.79,3,2,2,有,有,11500000,74777.0,坡道平面,30.07,0,,RPOOMLOJKIOFFEH38CA
桃園區,房地(土地+建物),桃園市桃園區幸福路241~270號,16.59,商,,,1081102,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051102,148.28,4,2,2,有,有,11090000,74791.0,,0.0,0,,RPRSMLRLKIOFFAH56CA
桃園區,房地(土地+建物)+車位,桃園市桃園區中華路31~60號,19.57,商,,,1081026,土地1建物1車位1,五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070910,197.88,4,2,2,有,有,20080000,110908.0,坡道平面,33.51,1850000,,RPTRMLKMKIOFFAH68CA
桃園區,房地(土地+建物),桃園市桃園區民生路661~690號,16.68,住,,,1081107,土地1建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860925,104.43,3,2,2,有,有,5210000,49890.0,,0.0,0,,RPRSMLPLKIOFFAH98CA
桃園區,房地(土地+建物),桃園市桃園區春日路901~930號,13.3,住,,,1081106,土地1建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0901109,104.27,3,2,2,有,有,5300000,50830.0,,0.0,0,,RPSPMLOLKIOFFAH68CA
桃園區,房地(土地+建物),桃園市桃園區安慶街133巷1~30號,11.99,住,,,1081017,土地1建物1車位0,二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830411,100.91,3,2,2,有,有,5900000,58468.0,,0.0,0,,RPSQMLNLKIOFFAH68CA
桃園區,房地(土地+建物)+車位,桃園市桃園區正光路86巷1~30號,19.84,住,,,1080906,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070709,125.77,2,2,1,有,有,7680000,67847.0,坡道平面,37.63,1700000,,RPXOMLPJKIOFFAH98CA
桃園區,房地(土地+建物),桃園市桃園區寶慶路421~450號,10.97,住,,,1081020,土地1建物1車位0,三層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831005,104.01,3,2,2,有,有,5880000,56533.0,,0.0,0,,RPVOMLOJKIOFFAH68CA
桃園區,房地(土地+建物),桃園市桃園區天祥五街1~30號,8.9,住,,,1080903,土地1建物1車位0,十三層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880111,91.4,3,2,1,有,有,6280000,68709.0,,0.0,0,,RPPQMLOJKIOFFAH28CA
桃園區,房地(土地+建物),桃園市桃園區慈德街121~150號,14.99,商,,,1080922,土地3建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930720,117.34,3,2,2,有,有,7800000,66473.0,,0.0,0,,RPOPMLQJKIOFFAH28CA
桃園區,房地(土地+建物),桃園市桃園區經國路211~240號,13.15,住,,,1081103,土地1建物1車位0,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920613,105.6,2,2,1,有,有,6150000,58239.0,,0.0,0,,RPPNMLLKKIOFFAH77CA
桃園區,房地(土地+建物)+車位,桃園市桃園區吉安一街181~210號,14.47,住,,,1081106,土地1建物1車位1,十四層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070323,128.18,2,2,1,有,有,9900000,87189.0,坡道平面,27.25,1100000,,RPUNMLLKKIOFFAH28CA
桃園區,房地(土地+建物)+車位,桃園市桃園區愛七街61~90號,19.45,住,,,1081117,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010726,162.62,3,2,2,有,有,10050000,61801.0,坡道平面,33.71,0,,RPQSMLPJKIOFFAH68CA
桃園區,房地(土地+建物)+車位,桃園市桃園區吉安一街181~210號,15.08,住,,,1081011,土地1建物1車位1,四層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070323,132.06,2,2,1,有,有,9800000,82053.0,坡道平面,27.25,1200000,,RPWNMLLKKIOFFAH48CA
桃園區,房地(土地+建物)+車位,桃園市桃園區正光一街211~240號,28.79,住,,,1081015,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080710,207.29,4,2,2,有,無,16700000,91156.0,坡道平面,33.96,900000,,RPVPMLLKKIOFFAH58CA
桃園區,房地(土地+建物)+車位,桃園市桃園區文中三路31~60號,21.11,住,,,1080311,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081015,158.77999999999997,3,2,2,有,有,12700000,82445.0,坡道平面,26.57,1800000,,RPSTMLNKKIOFFAH88CA
桃園區,房地(土地+建物)+車位,桃園市桃園區文中三路61~90號,10.48,住,,,1081111,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081015,90.76,1,2,1,有,有,6630000,76803.0,坡道平面,26.57,1700000,,RPTTMLNKKIOFFAH98CA
桃園區,房地(土地+建物)+車位,桃園市桃園區文中三路61~90號,21.36,住,,,1081016,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081015,160.60000000000005,3,2,2,有,有,11620000,73267.0,坡道平面,26.57,1800000,,RPUTMLNKKIOFFAH09CA
桃園區,房地(土地+建物)+車位,桃園市桃園區文中三路31~60號,11.95,住,,,1081109,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081015,98.98,2,2,1,有,有,6970000,72312.0,坡道平面,25.41,1650000,,RPVTMLNKKIOFFAH56CA
桃園區,房地(土地+建物)+車位,桃園市桃園區經國路601~630號,13.04,住,,,1081112,土地1建物1車位1,七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850420,167.2,4,2,2,有,有,8950000,53529.0,坡道平面,0.0,0,,RPSQMLSKKIOFFAH09CA
桃園區,房地(土地+建物)+車位,桃園市桃園區文中東路91~120號,22.21,住,,,1081031,土地1建物1車位1,十四層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070426,170.38,3,2,2,有,無,12870000,84724.0,坡道平面,37.36,1600000,,RPTNMLTKKIOFFAH98CA
桃園區,房地(土地+建物)+車位,桃園市桃園區國際路一段1171~1200號,8.32,住,,,1081002,土地1建物1車位1,十二層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861128,126.13,2,2,1,有,有,6000000,47570.0,坡道平面,0.0,0,,RPQSMLRKKIOFFAH98CA
桃園區,房地(土地+建物)+車位,桃園市桃園區中華路31~60號,19.57,商,,,1081108,土地1建物1車位1,九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070910,197.88,3,1,2,有,有,20000000,110726.0,坡道平面,33.51,1800000,,RPUPMLSKKIOFFAH56CA
桃園區,房地(土地+建物),桃園市桃園區大興西路二段1~30號,10.47,住,,,1080914,土地1建物1車位0,五層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840225,121.72,3,2,2,有,有,7950000,65314.0,,0.0,0,,RPVPMLNLKIOFFAH88CA
桃園區,房地(土地+建物),桃園市桃園區瑞慶路361~390號,10.97,住,,,1080329,土地1建物1車位0,十五層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831005,98.03,3,2,1,有,有,6200000,63246.0,,0.0,0,,RPWQMLTKKIOFFAH96CA
桃園區,房地(土地+建物)+車位,桃園市桃園區慈文路1~30號,20.37,住,,,1081022,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000303,158.32999999999996,3,2,2,有,有,9300000,58738.0,坡道平面,36.59,0,,RPTPMLPLKIOFFAH88CA
