鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區六福路211~240號,22.79,住,,,1081029,土地2建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910516,198.36,4,2,2,有,有,11600000,58480.0,坡道平面,0.0,1300000,含增建或未登記建物。;,RPTRMLNKKIOFFEH66DA
桃園區,房地(土地+建物),桃園市桃園區大興西路二段31~60號,7.41,住,,,1081017,土地1建物1車位0,五層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840225,77.43,2,2,1,有,有,5980000,77231.0,,0.0,0,,RPSOMLRJJHPFFAH78EA
龜山區,房地(土地+建物)+車位,桃園市龜山區光峰路181~210號,13.24,住,,,1081025,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000701,127.29,2,2,1,有,有,6600000,58711.0,坡道平面,33.61,1100000,,RPUNMLTKKIOFFHH27DA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區南昌路1~30號,20.5,其他,,,1081018,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951124,207.77,5,2,2,有,有,14680000,75110.0,坡道平面,28.3,1200000,含增建或未登記建物。;,RPVPMLKLKIOFFEH09DA
桃園區,房地(土地+建物)+車位,桃園市桃園區民富十三街31~60號,26.86,住,,,1081031,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960702,164.74,3,2,2,有,有,10300000,68488.0,坡道平面,33.33,1300000,含增建或未登記建物。;,RPUOMLLKKIOFFAH48DA
桃園區,房地(土地+建物),桃園市桃園區江南十街32巷1~30號,16.42,住,,,1080928,土地1建物1車位0,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821104,107.71,3,2,2,有,有,5400000,50135.0,,0.0,0,,RPXOMLLKKIOFFAH78DA
平鎮區,房地(土地+建物),桃園市平鎮區榮興街1~30號,15.09,住,,,1081109,土地1建物1車位0,四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840221,100.67,3,2,2,有,有,3700000,36754.0,,0.0,0,,RPRNMLMJJHPFFGH48CA
八德區,房地(土地+建物)+車位,桃園市八德區大和路121~150號,14.98,住,,,1081117,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981016,130.78,2,2,2,有,有,7400000,56584.0,坡道平面,0.0,0,,RPQNMLPJKIOFFFH68CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區中山北街91~120號,26.05,住,,,1081119,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081031,151.06,2,2,2,有,有,10500000,72956.0,坡道平面,31.81,1800000,,RPORMLKLKIOFFEH48CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區中山北街91~120號,20.41,住,,,1081119,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081031,125.69,2,2,1,有,有,7800000,63379.0,坡道平面,31.81,1850000,,RPQNMLNLKIOFFEH58CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區中山北街91~120號,20.41,住,,,1081119,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081031,125.69,2,2,1,有,有,7800000,63911.0,坡道平面,31.81,1800000,,RPRNMLNLKIOFFEH68CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區中山北街91~120號,20.41,住,,,1081119,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081031,125.69,2,2,1,有,有,8280000,68492.0,坡道平面,31.81,1850000,,RPSNMLNLKIOFFEH78CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區中山北街91~120號,24.75,住,,,1081119,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081031,145.11,2,2,2,有,有,10600000,77229.0,坡道平面,31.81,1850000,,RPTNMLNLKIOFFEH88CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區中山北街91~120號,24.75,住,,,1081119,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081031,145.11,2,2,2,有,有,10250000,74139.0,坡道平面,31.81,1850000,,RPUNMLNLKIOFFEH98CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區中山北街91~120號,26.05,住,,,1081119,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081031,151.06,2,2,2,有,有,9650000,65828.0,坡道平面,31.81,1800000,,RPPNMLOLKIOFFEH58CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區中山北街91~120號,26.05,住,,,1081119,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081031,151.06,2,2,2,有,有,10030000,68595.0,坡道平面,31.81,1850000,,RPQNMLOLKIOFFEH68CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區中山北街121~150號,19.93,住,,,1081119,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081031,123.04,2,2,1,有,有,8080000,68837.0,坡道平面,31.81,1800000,,RPWNMLNLKIOFFEH56CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區中山北街121~150號,19.93,住,,,1081119,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081031,123.04,2,2,1,有,有,7910000,66974.0,坡道平面,31.81,1800000,,RPXNMLNLKIOFFEH66CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區中山北街121~150號,19.93,住,,,1081119,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081031,123.04,2,2,1,有,有,7880000,66645.0,坡道平面,31.81,1800000,,RPOOMLNLKIOFFEH48CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區中山北街121~150號,19.93,住,,,1081119,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081031,121.95,2,2,1,有,有,7800000,66309.0,坡道平面,30.71,1750000,,RPPOMLNLKIOFFEH58CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區中山北街121~150號,19.93,住,,,1081119,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081031,121.95,2,2,1,有,有,7880000,66637.0,坡道平面,30.71,1800000,,RPQOMLNLKIOFFEH68CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區中山北街121~150號,19.93,住,,,1081119,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081031,123.04,2,2,1,有,有,7850000,66316.0,坡道平面,31.81,1800000,,RPSOMLNLKIOFFEH88CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區中山北街91~120號,20.7,住,,,1081119,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081031,127.1,2,2,1,有,有,8000000,64540.0,坡道平面,31.81,1850000,,RPRQMLKLKIOFFEH68CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區中山北街91~120號,20.7,住,,,1081119,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081031,127.1,2,2,1,有,有,8080000,65379.0,坡道平面,31.81,1850000,,RPSQMLKLKIOFFEH78CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區中山北街91~120號,20.7,住,,,1081119,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081031,127.1,2,2,1,有,有,8080000,65904.0,坡道平面,31.81,1800000,,RPUQMLKLKIOFFEH98CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區中山北街91~120號,26.05,住,,,1081119,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081031,115.69,2,2,2,有,有,9980000,97520.0,坡道平面,31.81,1800000,,RPWQMLKLKIOFFEH56CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區南福街186巷1~30號,23.16,住,,,1081116,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980702,162.92000000000004,3,2,2,有,有,13000000,79794.0,坡道平面,32.13,0,,RPRNMLRKKIOFFEH98CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區中山北街91~120號,20.7,住,,,1081119,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081031,127.1,2,2,1,有,有,8640000,71781.0,坡道平面,31.81,1800000,,RPORMLNLKIOFFEH78CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區中山北街91~120號,20.7,住,,,1081119,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081031,95.76,2,2,1,有,有,8750000,107897.0,坡道平面,31.81,1850000,,RPQRMLNLKIOFFEH98CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區中山北街91~120號,20.7,住,,,1081119,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081031,127.1,2,2,1,有,有,8000000,65065.0,坡道平面,31.81,1800000,,RPRRMLNLKIOFFEH09CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區中山北街91~120號,20.41,住,,,1081119,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081031,125.69,2,2,1,有,有,8300000,69237.0,坡道平面,31.81,1800000,,RPSRMLNLKIOFFEH56CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區中山北街91~120號,24.75,住,,,1081119,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081031,145.11,3,2,2,有,有,10600000,77670.0,坡道平面,31.81,1800000,,RPURMLNLKIOFFEH76CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區中山北街91~120號,20.7,住,,,1081119,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081031,127.1,2,2,1,有,有,8050000,65589.0,坡道平面,31.81,1800000,,RPRSMLNLKIOFFEH56CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區中山北街91~120號,20.7,住,,,1081119,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081031,95.76,2,2,1,有,有,8080000,97420.0,坡道平面,31.81,1850000,,RPTSMLNLKIOFFEH76CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區中山北街91~120號,20.41,住,,,1081119,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081031,125.69,2,2,1,有,有,7990000,65403.0,坡道平面,31.81,1850000,,RPUSMLNLKIOFFEH86CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區中山北街91~120號,20.41,住,,,1081119,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081031,125.69,2,2,1,有,有,7940000,64870.0,坡道平面,31.81,1850000,,RPVSMLNLKIOFFEH96CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區中山北街91~120號,20.41,住,,,1081119,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081031,125.69,2,2,1,有,有,8000000,65509.0,坡道平面,31.81,1850000,,RPWSMLNLKIOFFEH07CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區中山北街91~120號,24.75,住,,,1081119,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081031,145.11,2,2,2,有,有,10000000,71933.0,坡道平面,31.81,1850000,,RPTTMLNLKIOFFEH86CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區中山北街121~150號,19.93,住,,,1081119,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081031,121.95,2,2,1,有,有,8240000,70583.0,坡道平面,30.71,1800000,,RPUTMLNLKIOFFEH96CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區忠孝西路182巷31~60號,12.55,住,,,1081031,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010426,120.65,2,2,1,有,有,9230000,76502.0,坡道平面,30.08,0,,RPSNMLTJKIOFFEH56CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區大福路121~150號,28.96,住,,,1081122,土地1建物1車位1,二層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050112,200.08,3,2,2,有,無,11920000,59576.0,坡道平面,0.0,0,受債權債務影響或債務抵償之交易。;,RPSOMLTJKIOFFEH66CA
蘆竹區,房地(土地+建物),桃園市蘆竹區南順七街31~60號,23.27,住,,,1081112,土地1建物1車位0,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881230,129.65,3,2,2,有,有,8220000,63401.0,,0.0,0,,RPWQMLQJKIOFFEH96CA
楊梅區,房地(土地+建物)+車位,桃園市楊梅區金山街275巷1~30號,23.62,住,,,1081109,土地3建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050901,166.38,3,2,2,有,有,6780000,40750.0,坡道平面,36.39,0,,RPQNMLSKKIOFFDH88CA
楊梅區,房地(土地+建物)+車位,桃園市楊梅區裕成南路361~390號,29.72,,山坡地保育區,丙種建築用地,1081106,土地2建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861224,127.29,3,2,2,有,有,2900000,22784.0,坡道平面,0.0,0,,RPRNMLNKKIOFFDH48CA
桃園區,房地(土地+建物)+車位,桃園市桃園區文中三路121~150號,15.51,住,,,1081127,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070824,131.85,2,2,1,有,有,8700000,76856.0,坡道平面,40.77,1700000,,RPXSMLKMKIOFFAH56CA
桃園區,房地(土地+建物)+車位,桃園市桃園區正光二街71巷1~30號,25.56,住,,,1081031,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080722,175.62,3,2,2,有,有,13200000,75641.0,坡道平面,25.57,1850000,,RPPNMLQLKIOFFAH38CA
桃園區,房地(土地+建物)+車位,桃園市桃園區正光二街71巷1~30號,22.44,住,,,1081121,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080722,156.73000000000005,3,2,2,有,有,11950000,76371.0,坡道平面,24.48,1850000,,RPQNMLQLKIOFFAH48CA
桃園區,房地(土地+建物)+車位,桃園市桃園區正光二街71巷1~30號,22.44,住,,,1081121,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080722,156.73000000000005,3,2,2,有,有,11950000,76371.0,坡道平面,24.48,1850000,,RPSNMLQLKIOFFAH68CA
桃園區,房地(土地+建物)+車位,桃園市桃園區正光二街71巷1~30號,15.45,住,,,1081121,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080722,116.18,2,1,1,有,有,8650000,73943.0,坡道平面,25.57,1950000,,RPTNMLQLKIOFFAH78CA
桃園區,房地(土地+建物)+車位,桃園市桃園區正光二街71巷1~30號,15.75,住,,,1081121,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080722,116.55,2,1,1,有,有,8450000,71444.0,坡道平面,25.57,1950000,,RPVNMLQLKIOFFAH98CA
桃園區,房地(土地+建物)+車位,桃園市桃園區正光二街71巷1~30號,22.74,住,,,1081031,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080722,160.54,3,2,2,有,有,11330000,70238.0,坡道平面,25.57,1850000,,RPXNMLQLKIOFFAH56CA
桃園區,房地(土地+建物)+車位,桃園市桃園區正光二街71巷1~30號,15.75,住,,,1081121,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080722,116.55,2,1,1,有,有,8280000,70675.0,坡道平面,25.57,1850000,,RPPOMLQLKIOFFAH48CA
桃園區,房地(土地+建物)+車位,桃園市桃園區正光二街71巷1~30號,22.74,住,,,1081121,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080722,160.54,3,2,2,有,有,11550000,71127.0,坡道平面,25.57,1950000,,RPQOMLQLKIOFFAH58CA
桃園區,房地(土地+建物)+車位,桃園市桃園區國強二街241~270號,26.18,住,,,1081017,土地3建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830317,159.18,3,2,2,有,有,5900000,37065.0,坡道平面,0.0,0,,RPXQMLTKKIOFFAH07CA
桃園區,房地(土地+建物),桃園市桃園區莊敬路一段210巷121~150號,25.89,住,,,1081005,土地1建物1車位0,九層，十層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860419,170.83,5,2,3,有,有,9700000,56782.0,,0.0,0,,RPQOMLPLKIOFFAH48CA
桃園區,房地(土地+建物),桃園市桃園區吉林路1~30號,9.32,商,,,1081001,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980603,89.96000000000002,2,2,1,有,有,6500000,72254.0,,0.0,0,,RPROMLPLKIOFFAH58CA
桃園區,房地(土地+建物)+車位,桃園市桃園區大興西路二段1~30號,11.59,住,,,1080918,土地1建物1車位1,十一層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830713,120.03,2,2,1,有,有,5700000,47492.0,坡道機械,0.0,0,,RPRRMLQKKIOFFAH88CA
桃園區,房地(土地+建物)+車位,桃園市桃園區龍城一街61~90號,20.46,住,,,1080728,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080515,150.87,3,2,2,有,有,8250000,61080.0,坡道平面,40.36,1500000,,RPQNMLQKKIOFFAH38CA
桃園區,房地(土地+建物)+車位,桃園市桃園區龍城一街61~90號,20.4,住,,,1080920,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080515,150.46,3,2,2,有,有,7860000,58674.0,坡道平面,40.36,1400000,,RPRNMLQKKIOFFAH48CA
桃園區,房地(土地+建物)+車位,桃園市桃園區龍城一街61~90號,15.11,住,,,1081102,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080515,120.93,2,2,1,有,有,5970000,56721.0,坡道平面,40.36,1400000,,RPSNMLQKKIOFFAH58CA
桃園區,房地(土地+建物)+車位,桃園市桃園區龍城一街61~90號,15.11,住,,,1081016,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080515,120.98,2,2,1,有,有,5900000,55817.0,坡道平面,40.36,1400000,,RPUNMLQKKIOFFAH78CA
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路331~360號,24.02,住,,,1081026,土地1建物1車位1,九層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071011,169.88,3,2,2,有,有,13060000,84757.0,坡道平面,35.26,1650000,,RPOUMLNKKIOFFAH58CA
桃園區,房地(土地+建物)+車位,桃園市桃園區朝陽街一段91~120號,10.22,商,,,1081102,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080131,106.9,2,2,1,有,有,7500000,70159.0,升降機械,19.26,0,,RPSNMLKKKIOFFAH97CA
桃園區,房地(土地+建物),桃園市桃園區經國路271~300號,6.87,住,,,1080915,土地1建物1車位0,十七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870402,95.2,3,2,2,有,有,5850000,61450.0,,0.0,0,含增建或未登記建物。;,RPVOMLTJKIOFFAH56CA
桃園區,房地(土地+建物)+車位,桃園市桃園區莊敬路一段181巷1~30號,21.08,住,,,1081108,土地1建物1車位1,十層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840519,154.82,3,2,2,有,有,8350000,53937.0,坡道平面,0.0,0,,RPORMLNKKIOFFAH28CA
桃園區,房地(土地+建物)+車位,桃園市桃園區樹仁三街87巷1~30號,31.93,住,,,1081006,土地1建物1車位2,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010715,269.8,4,2,2,有,有,15200000,56338.0,坡道平面,62.54,0,,RPWSMLNKKIOFFAH56CA
桃園區,房地(土地+建物),桃園市桃園區春日路658巷1~30號,11.52,住,,,1081103,土地1建物1車位0,九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881129,90.2,2,2,1,有,有,5580000,61863.0,,0.0,0,,RPPPMLQKKIOFFAH48CA
桃園區,房地(土地+建物)+車位,桃園市桃園區新埔六街61~90號,59.08,住,,,1081118,土地3建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960725,302.12,4,2,2,有,有,25300000,83742.0,坡道平面,44.64,0,,RPSQMLRKKIOFFAH98CA
桃園區,房地(土地+建物)+車位,桃園市桃園區民族路181~210號,24.68,住,,,1081106,土地2建物1車位2,四層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080131,226.92,3,2,2,有,有,17500000,91104.0,坡道平面,58.98,2200000,,RPQOMLTKKIOFFAH78CA
桃園區,房地(土地+建物)+車位,桃園市桃園區民族路181~210號,24.68,住,,,1080711,土地2建物1車位2,十二層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080131,227.13,3,2,2,有,有,19120000,99435.0,坡道平面,58.98,2400000,,RPSOMLTKKIOFFAH98CA
桃園區,房地(土地+建物)+車位,桃園市桃園區民族路181~210號,21.86,住,,,1081026,土地2建物1車位1,十二層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080131,197.43,3,2,2,有,有,16600000,91699.0,坡道平面,29.49,1200000,,RPUOMLTKKIOFFAH56CA
桃園區,房地(土地+建物)+車位,桃園市桃園區民族路181~210號,13.58,住,,,1081024,土地2建物1車位1,十三層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080131,123.15,2,2,1,有,有,11200000,107837.0,坡道平面,29.49,1100000,,RPVOMLTKKIOFFAH66CA
桃園區,房地(土地+建物)+車位,桃園市桃園區民族路181~210號,21.86,住,,,1081026,土地2建物1車位1,十五層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080131,197.65,3,2,2,有,有,17100000,94553.0,坡道平面,29.49,1200000,,RPWOMLTKKIOFFAH76CA
桃園區,房地(土地+建物)+車位,桃園市桃園區莊敬路一段181巷1~30號,27.91,住,,,1081106,土地1建物1車位1,七層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840519,192.42,3,2,2,有,有,9060000,47085.0,坡道平面,35.7,0,,RPSOMLPLKIOFFAH68CA
桃園區,房地(土地+建物)+車位,桃園市桃園區經國路721~750號,19.65,住,,,1081007,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030121,133.17000000000002,2,2,1,有,有,9550000,71713.0,坡道平面,33.84,0,,RPRSMLSKKIOFFAH56CA
桃園區,房地(土地+建物),桃園市桃園區正光二街71巷1~30號,12.44,住,,,1081121,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080722,76.1,2,1,1,有,有,6180000,81209.0,,0.0,0,,RPROMLQLKIOFFAH68CA
桃園區,房地(土地+建物)+車位,桃園市桃園區文中三路151~180號,16.14,住,,,1081127,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070824,131.22,2,2,1,有,有,8700000,75923.0,坡道平面,39.68,1750000,,RPOTMLKMKIOFFAH38CA
桃園區,房地(土地+建物)+車位,桃園市桃園區文中三路151~180號,15.51,住,,,1081127,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070824,131.85,2,2,1,有,有,8880000,76636.0,坡道平面,40.77,1900000,,RPPTMLKMKIOFFAH48CA
龍潭區,房地(土地+建物),桃園市龍潭區百年二街1~30號,28.34,,鄉村區,乙種建築用地,1081121,土地2建物3車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860626,90.74,2,2,1,有,有,2870000,31629.0,,0.0,0,,RPUOMLLKKIOFFCH58CA
龍潭區,房地(土地+建物),桃園市龍潭區民強街31~60號,19.96,其他,,,1081026,土地2建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870407,79.19999999999997,1,1,1,有,有,4080000,51515.0,,0.0,0,,RPSOMLTJKIOFFCH09CA
龍潭區,房地(土地+建物),桃園市龍潭區民強街31~60號,19.96,其他,,,1081026,土地2建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870407,77.8,1,1,1,有,有,4000000,51414.0,,0.0,0,,RPTOMLTJKIOFFCH56CA
楊梅區,房地(土地+建物)+車位,桃園市楊梅區金山街275巷1~30號,26.3,住,,,1081001,土地3建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050901,181.05,3,2,2,有,有,7000000,38663.0,坡道平面,36.38,0,,RPUNMLMKKIOFFDH68CA
平鎮區,房地(土地+建物),桃園市平鎮區環南路二段241~270號,9.5,其他,,,1081103,土地2建物1車位0,三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840421,103.54,3,2,2,有,有,4250000,41047.0,,0.0,0,含增建或未登記建物。;,RPTNMLTJKIOFFGH86CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區延平路三段1~30號,15.68,住,,,1081106,土地2建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950716,154.68,3,2,2,有,有,7300000,47194.0,坡道平面,34.49,0,,RPUNMLTJKIOFFGH96CA
